2017-11-08T14-31-58,( - ),( C ),no peaks found,<0, no peaks found,<0
1e2ac09b-01a5-4cad-9b8e-28afdea4568e,( +++ ),( A ),Bacteroides fragilis,2.43,Bacteroides fragilis,2.43
2d3df39a-c05c-4dae-a566-52e8ce294859,( +++ ),( A ),Corynebacterium tuberculostearicum,2.39,Corynebacterium tuberculostearicum,2.07
31f1b03d-c2a8-4b3b-8680-eca442edd4c3,( ++ ),( A ),Aggregatibacter aphrophilus,2.05,Aggregatibacter aphrophilus,2.03
4406b5b6-0fd0-4c99-a08c-732180e34109,( +++ ),( A ),Anaerococcus vaginalis,2.41,Anaerococcus vaginalis,2.35
690d0ff5-422f-4b5f-816a-6d37cda26111,( ++ ),( A ),Bacteroides ovatus,2.19,Bacteroides ovatus,2.05
86df66a8-b0cb-4575-b362-c290f17a55f6,( + ),( B ),Prevotella melaninogenica,1.94,Prevotella melaninogenica,1.93
8a3277ba-a48d-4aa4-8e77-9f8442ada572,( ++ ),( A ),Anaerococcus vaginalis,2.25,Anaerococcus vaginalis,2.15
8b8f472c-e835-4731-be95-3df3e0f26c70,( + ),( B ),Prevotella melaninogenica,1.96,Prevotella melaninogenica,1.87
8df2d5b9-2139-45b4-ae80-e80083d46241,( +++ ),( A ),Clostridium difficile,2.32,Clostridium difficile,2.26
9705e50b-e76d-48da-8ecb-dd5e271b9bc2,( + ),( B ),Prevotella melaninogenica,1.88,Prevotella melaninogenica,1.87
a1c5c666-dcc7-44da-aa05-affc4ffee492,( +++ ),( A ),Bacteroides fragilis,2.48,Bacteroides fragilis,2.47
bcbf7be7-15c2-4200-b798-8cf66ccafceb,( +++ ),( A ),Gemella morbillorum,2.32,Gemella morbillorum,2.22
be039515-0b7f-42eb-a783-4db707aec0c6,( + ),( B ),Prevotella melaninogenica,1.79,Prevotella melaninogenica,1.77
c01252df-46fb-4f56-9dfa-52fbbd4edfa3,( ++ ),( A ),Anaerococcus vaginalis,2.2,Anaerococcus vaginalis,2.2
c6f42171-015d-48fa-aa43-dd044c4989ae,( +++ ),( B ),MIX!Enterobacter cloacae,2.45,Enterobacter cloacae,2.27
ca14c7bb-2885-41e6-9632-67a419316ea1,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.44
d429af66-eee7-4371-bd3f-b2c0541361a0,( +++ ),( A ),Corynebacterium tuberculostearicum,2.39,Corynebacterium tuberculostearicum,2.1
d66ff2bf-9174-4f68-9dfc-3ce2334d7f51,( +++ ),( A ),Actinomyces neuii,2.3,Actinomyces neuii,2.23
d7029f1e-b363-46a5-9ab7-fee5cb89ee20,( + ),( B ),Streptococcus parasanguinis,1.99,Streptococcus parasanguinis,1.95
4e28111d-e963-4bda-9d24-1b20575ac4f6,( - ),( C ),not reliable identification,1.26,not reliable identification,1.24
d43d21c1-fa1b-431d-aa40-10375ba0fd3b,( + ),( B ),Pseudomonas aeruginosa,1.9,Pseudomonas aeruginosa,1.86
879644d4-1cee-4f4f-8208-bd45f8995f8c,( ++ ),( B ),Streptococcus mitis,2.05,Streptococcus mitis,2.03
7a90dbe8-7ee2-4b98-b28b-b7d5685b5e3e,( + ),( C ),Raoultella ornithinolytica,1.84,Klebsiella oxytoca,1.82
15fd8229-315e-4b41-ba38-5a8518d1ab41,( +++ ),( B ),Klebsiella pneumoniae,2.48,Klebsiella pneumoniae,2.47
17c24909-5726-440b-b58d-ae574d524afb,( +++ ),( B ),Klebsiella pneumoniae,2.49,Klebsiella pneumoniae,2.47
226b4e7d-0958-457e-82dd-fa5103ba488a,( +++ ),( A ),Enterococcus faecalis,2.48,Enterococcus faecalis,2.4
24b7b21a-5710-4f4b-92a2-58a1a5346d3e,( ++ ),( A ),Staphylococcus epidermidis,2.07,Staphylococcus epidermidis,2.01
38a72c21-e3a4-43cd-974e-b2557f7e0bdb,( ++ ),( A ),Escherichia coli,2.28,Escherichia coli,2.19
4841592a-adbc-4554-8350-a2ccf9804a3d,( ++ ),( A ),Staphylococcus haemolyticus,2.18,Staphylococcus haemolyticus,2.11
4a1a19d3-8dd4-4a8e-85f3-8e63589611d0,( +++ ),( A ),Enterococcus faecalis,2.48,Enterococcus faecalis,2.42
76030276-5695-41c7-8f2a-b52d42087620,( +++ ),( A ),Escherichia coli,2.42,Escherichia coli,2.4
7917168a-e363-4330-a61c-2ec6109007b8,( +++ ),( B ),Klebsiella pneumoniae,2.48,Klebsiella pneumoniae,2.46
823caac4-c92b-4581-81b5-2f42bb6e894e,( +++ ),( A ),Staphylococcus aureus,2.46,Staphylococcus aureus,2.45
922dc6f7-f535-4e2e-a727-4e7bd078b523,( +++ ),( A ),Escherichia coli,2.44,Escherichia coli,2.4
976c3c7c-d8ab-4687-bce0-7dd13822d931,( +++ ),( A ),Escherichia coli,2.43,Escherichia coli,2.36
9f013557-053e-4484-8be1-a9aff9149b7d,( ++ ),( A ),Staphylococcus haemolyticus,2.09,Staphylococcus haemolyticus,2.08
acceca33-87bd-4229-8ded-361bd87a6e8a,( ++ ),( A ),Corynebacterium tuberculostearicum,2.1,Corynebacterium tuberculostearicum,1.93
c6a38941-28dc-4671-859d-e10db01c4506,( +++ ),( A ),Escherichia coli,2.56,Escherichia coli,2.51
5a2f9615-0685-4eea-bf5e-c91526217f7e,( - ),( C ),not reliable identification,1.64,not reliable identification,1.27
f7484c72-6610-4cf2-ba8e-b2cb7fe63d43,( + ),( B ),Gardnerella sp,1.87,not reliable identification,1.35
1e7b1343-ecf7-481e-bec0-adc98bdceea6,( + ),( B ),Brevibacterium paucivorans,1.91,not reliable identification,1.28
3d8634ba-0b8b-40ff-9249-c77ae1631aa5,( - ),( C ),not reliable identification,1.65,not reliable identification,1.64
69da7dde-b50c-4869-b354-3712f14ccbae,( + ),( B ),Brevibacterium paucivorans,1.7,not reliable identification,1.28
6e508f68-1d72-4f2e-beea-dfc528b75db3,( - ),( C ),not reliable identification,1.39,not reliable identification,1.38
0f4f8f91-5811-46bf-a5cc-3f7c201581a4,( + ),( B ),Rothia mucilaginosa,1.77,Rothia mucilaginosa,1.76
9a10ff26-d6c5-4f23-a422-c6189cd1f214,( + ),( B ),Lactobacillus rhamnosus,1.77,Lactobacillus rhamnosus,1.74
f556079e-0bfd-4029-9602-0c5d34d36a7b,( - ),( C ),not reliable identification,1.27,not reliable identification,1.17
6b64172c-a474-4ac0-a96f-981345601b9a,( + ),( B ),Staphylococcus haemolyticus,1.96,Staphylococcus haemolyticus,1.87
fbd1cc9b-7643-4da8-ac9c-06403db6cdee,( - ),( C ),not reliable identification,1.52,not reliable identification,1.4
1e5aee83-54b2-4694-ba02-47c29d007d81,( ++ ),( A ),MIX!Prevotella melaninogenica,2.18,Prevotella melaninogenica,1.92
224c3989-30cd-467f-a8e4-a281931b0073,( ++ ),( A ),Prevotella melaninogenica,2.03,Prevotella melaninogenica,1.96
744273c9-47fc-410b-a90c-3d2d30aa2a17,( + ),( B ),Prevotella melaninogenica,1.82,Prevotella melaninogenica,1.79
804cf57f-4199-4556-bbf4-8d6d36181b92,( + ),( B ),Prevotella melaninogenica,1.83,Prevotella melaninogenica,1.73
123b9d8a-e454-4cdd-aa57-e4944a832c68,( +++ ),( A ),Bifidobacterium scardovii,2.52,Bifidobacterium scardovii,2.35
190288b2-1b91-422c-a5f0-6af5e172fd64,( - ),( C ),not reliable identification,1.41,not reliable identification,1.3
277e54cc-5103-4004-96a0-f5f08e965fe9,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.38
2a47f82b-8090-46c3-a174-2d9d76ee4739,( ++ ),( A ),Candida glabrata,2.22,Candida glabrata,2.09
2b532806-d94f-401c-8365-56d3f3f0cada,( +++ ),( A ),Staphylococcus aureus,2.36,Staphylococcus aureus,2.29
435f7a9f-510b-484a-aa3f-17a4788365be,( +++ ),( B ),Enterobacter asburiae,2.32,Enterobacter cloacae,2.21
4659875e-fd12-497f-8e51-33bee11759eb,( ++ ),( A ),Candida albicans,2.05,Candida albicans_(africana),1.89
4a712436-d014-4d4b-bb7a-d5cdffa522cb,( ++ ),( A ),Klebsiella pneumoniae,2.05,Klebsiella pneumoniae,2.02
550153c4-e5bf-4792-9735-1973c7780051,( +++ ),( A ),Staphylococcus aureus,2.43,Staphylococcus aureus,2.38
599b4e3d-c43e-4d40-8ac8-070414975042,( +++ ),( C ),MIX!Haemophilus parainfluenzae,2.41,Haemophilus parainfluenzae,2.39
660164db-423f-47d9-9b33-f5b9b54520b8,( + ),( B ),Candida glabrata,1.85,Candida glabrata,1.82
6677f905-bbda-4cfa-a3a8-25b1b10d4e6f,( +++ ),( A ),MIX!Lactobacillus paracasei,2.52,Lactobacillus paracasei,2.41
6ac08334-1e16-4013-8f84-a48204939a38,( ++ ),( A ),Streptococcus anginosus,2.27,Streptococcus anginosus,2.24
73792169-24f1-4115-aad0-cd5b603bb37e,( +++ ),( A ),Escherichia coli,2.36,Escherichia coli,2.34
7937a0cc-d305-4fb3-af98-19f44638917c,( - ),( C ),no peaks found,<0, no peaks found,<0
7992c8d8-ef35-4d8c-8a77-c4fad22e521f,( ++ ),( A ),Pseudomonas aeruginosa,2.04,Pseudomonas aeruginosa,2.01
906f8567-e417-4ef5-bf43-58f6ab8dc822,( - ),( C ),not reliable identification,1.58,not reliable identification,1.53
9467e2f9-2e71-4334-93e1-02cf0f98925c,( +++ ),( A ),Haemophilus influenzae,2.52,Haemophilus influenzae,2.49
a550b4da-6ff4-4eaa-b482-f97ec8a29277,( ++ ),( A ),Pseudomonas aeruginosa,2.16,Pseudomonas aeruginosa,2.07
a6b5e8b5-7958-4e97-a63d-f254e0d247f7,( +++ ),( B ),MIX!Pseudomonas fluorescens,2.4,Pseudomonas fluorescens,2.38
a6f19c1c-cb1f-4f28-ad17-285506574e7a,( ++ ),( A ),Candida albicans,2.01,Candida albicans,2
a9daea2f-e807-4fb6-96de-ebd2ac4992ad,( +++ ),( A ),Pseudomonas aeruginosa,2.46,Pseudomonas aeruginosa,2.3
afbf6f2b-f768-40b7-b8e0-423cda55e3d8,( ++ ),( A ),Pseudomonas aeruginosa,2.17,Pseudomonas aeruginosa,2.07
b319c9d4-6b43-4399-b134-792e733898eb,( +++ ),( A ),Haemophilus influenzae,2.43,Haemophilus influenzae,2.42
bc29ffb3-ec42-45cf-b600-71278542bb01,( +++ ),( B ),Proteus vulgaris,2.43,Proteus vulgaris,2.34
c99f0c87-b4e7-4208-adc3-0da9dab64908,( + ),( B ),Bacillus simplex,1.88,Bacillus sp,1.76
ca526a08-9a55-43ae-80cb-e1c8f481a7e1,( ++ ),( A ),Candida albicans,2.15,Candida albicans,1.93
cb394a50-f073-4504-834d-db1ef9ac3d13,( +++ ),( A ),Staphylococcus aureus,2.35,Staphylococcus aureus,2.25
cd844656-d012-48c4-ae41-04e09a8c6495,( ++ ),( A ),Candida glabrata,2.05,Candida glabrata,2.03
d64e2097-fb78-498a-98f2-ab01017a2eeb,( ++ ),( A ),Neisseria subflava,2.06,Neisseria subflava,2.03
d8af4409-d24f-4e35-b150-1b189d6674b2,( ++ ),( A ),Escherichia coli,2.24,Escherichia coli,2.12
e043e746-967e-4082-9633-e74596818d48,( + ),( B ),Candida parapsilosis,1.88,Candida parapsilosis,1.87
e2018120-d605-4765-b631-2d336db2ad5e,( ++ ),( A ),Pseudomonas aeruginosa,2.27,Pseudomonas aeruginosa,2.2
e82bdef6-af8b-4513-b514-33ed67ba388d,( +++ ),( A ),Gardnerella vaginalis,2.54,Gardnerella vaginalis,2.48
ebf59eb7-1089-4e61-928f-6a80fb636dc9,( +++ ),( A ),Staphylococcus aureus,2.39,Staphylococcus aureus,2.35
ed5fa61f-4e2b-4542-bb95-a6c8fa2c0fde,( ++ ),( B ),Enterobacter cloacae,2.23,Enterobacter kobei,2.16
f265d98c-7832-4f1e-8b6d-7926727ceeb6,( ++ ),( A ),Acidovorax temperans,2.18,Acidovorax temperans,2.05
f889067a-92df-4827-bd68-4c37c8c99987,( - ),( C ),no peaks found,<0, no peaks found,<0
f8eb1098-8df1-4ee2-91cd-854a31a46704,( ++ ),( B ),Pseudomonas synxantha,2.04,Pseudomonas fluorescens,2.03
fd7326bf-fa0a-4fe8-8a16-2b7b55e44bba,( - ),( C ),not reliable identification,1.4,not reliable identification,1.32
dc5ac998-bf26-450c-aedb-f33fbebcd1fb,( + ),( B ),Brevibacterium paucivorans,1.71,not reliable identification,1.42
2f8a5aa2-f1d2-4ebc-9773-6fbb3bc23df6,( + ),( B ),Propionibacterium acnes,1.92,Propionibacterium acnes,1.92
9326740d-9e8f-42e2-91f8-77b16d0b8ae0,( ++ ),( A ),Propionibacterium acnes,2.12,Propionibacterium acnes,2.06
00153fa4-cab4-4c30-8152-8bb52de1998b,( ++ ),( C ),Citrobacter amalonaticus,2.27,Citrobacter amalonaticus,2.17
11546d9f-2688-4089-82d6-7b915ebe54f0,( +++ ),( C ),Enterobacter aerogenes,2.37,Enterobacter aerogenes,2.31
2d8eab38-5434-4188-8212-f265d4c87470,( +++ ),( A ),Enterococcus faecalis,2.49,Enterococcus faecalis,2.42
2e6d216f-e34a-436d-b0b5-f7bdfdb01df7,( ++ ),( B ),Streptococcus dysgalactiae,2.22,Streptococcus dysgalactiae,2.2
343a6561-093b-42d2-ab05-c0a6c8dc52eb,( ++ ),( A ),Streptococcus anginosus,2.23,Streptococcus anginosus,2.22
45b2d13e-9906-42a5-9122-04844231cb18,( +++ ),( B ),Citrobacter farmeri,2.41,Citrobacter farmeri,2.4
59fc8545-8f0d-4386-91a5-ab2fb61d3dab,( ++ ),( B ),Citrobacter freundii,2.28,Citrobacter freundii,2.14
86b7ebf6-b6bf-4e55-9121-5fc260a351c2,( +++ ),( A ),Streptococcus anginosus,2.4,Streptococcus anginosus,2.4
9c2a5103-9182-4650-a3b2-b8efcde9ec08,( +++ ),( C ),Enterobacter aerogenes,2.46,Enterobacter aerogenes,2.45
af31f13b-c2a4-45fd-904d-169d560bfa39,( ++ ),( C ),Citrobacter farmeri,2.28,Citrobacter amalonaticus,2.28
bcaada85-c900-482e-922f-c1c13e7a2355,( +++ ),( A ),Enterococcus faecium,2.53,Enterococcus faecium,2.48
c145b4ac-d9cd-4f04-8be5-df81b207aa92,( +++ ),( A ),Klebsiella variicola,2.4,Klebsiella variicola,2.4
253926b2-985d-4486-a755-9497e20ade40,( +++ ),( A ),Staphylococcus aureus,2.42,Staphylococcus aureus,2.39
62114b2a-715b-4fac-ab27-4b83d54eb2ce,( +++ ),( A ),Staphylococcus aureus,2.43,Staphylococcus aureus,2.37
79819549-a42d-45ed-a7bb-2f10e2517b00,( - ),( C ),not reliable identification,1.61,not reliable identification,1.58
888df17a-0222-4445-b236-77900d382cc5,( +++ ),( A ),Staphylococcus aureus,2.41,Staphylococcus aureus,2.39
953e4a9b-4597-4701-b728-4a3e4c857be1,( ++ ),( A ),Candida tropicalis,2.12,Candida tropicalis,2.09
95e77d20-3e14-4c61-88df-119b28ab80af,( ++ ),( A ),Pseudoxanthomonas mexicana,2.09,Pseudoxanthomonas mexicana,2.08
ef4c0353-0110-4597-8c78-60b948c28c0f,( ++ ),( A ),Candida tropicalis,2.11,Candida tropicalis,2.05
ce73bab8-da38-426c-b0a5-d5386c5fcbcf,( ++ ),( B ),Serratia marcescens,2.02,Serratia ureilytica,2
03acc334-c449-49fa-8877-8c1825fa2220,( ++ ),( A ),Candida parapsilosis,2.22,Candida parapsilosis,1.99
064488a0-6fa8-4a6b-9655-ac096f0f41ac,( ++ ),( A ),Staphylococcus epidermidis,2.21,Staphylococcus epidermidis,2.12
0923b4a9-5aff-4b34-96cd-27e22051e990,( +++ ),( A ),Enterococcus faecium,2.51,Enterococcus faecium,2.39
21fc6dda-40b7-4011-b0fb-65ffd517b2b4,( +++ ),( A ),Streptococcus parasanguinis,2.39,Streptococcus parasanguinis,2.35
3859f674-1d95-465c-a390-1bdac0f551b0,( +++ ),( B ),Klebsiella pneumoniae,2.49,Klebsiella pneumoniae,2.47
391df69b-6b7e-4423-a5ef-ae589f56653c,( +++ ),( A ),Streptococcus parasanguinis,2.42,Streptococcus parasanguinis,2.38
3b268ce7-8bf3-47bd-a0a7-17632e8138d9,( +++ ),( A ),Enterococcus faecium,2.52,Enterococcus faecium,2.42
3f555739-c704-4b32-a2e7-d06790082dc7,( ++ ),( A ),Candida glabrata,2.29,Candida glabrata,2.18
4161ed07-93d9-417e-a710-c4898dacc0e5,( +++ ),( A ),Morganella morganii,2.49,Morganella morganii,2.46
42985480-4450-4c4b-a020-c3956ce5837d,( ++ ),( A ),Candida glabrata,2.28,Candida glabrata,2.1
64b2cd58-bb46-4a1b-98f6-8228ce17c908,( +++ ),( B ),Streptococcus pseudopneumoniae,2.42,Streptococcus pseudopneumoniae,2.38
701d9354-afc0-4ef4-b327-916b9b1358d8,( ++ ),( A ),Dermabacter hominis,2.24,Dermabacter hominis,2.21
75966d08-d863-4da0-a3d2-56116ea234f5,( ++ ),( A ),Serratia marcescens,2.14,Serratia marcescens,2.13
7b8ec922-7ece-4a1a-b888-600a7d48ce00,( ++ ),( A ),Escherichia coli,2.29,Escherichia coli,2.21
83e5524e-0a37-4a63-889b-d6d67df1e335,( - ),( C ),not reliable identification,1.36,not reliable identification,1.34
877a56a5-85b0-49f6-bc7d-23b25d12d3b1,( +++ ),( A ),Klebsiella variicola,2.55,Klebsiella variicola,2.49
96d27475-ec32-4981-9069-63e5f3a8989c,( + ),( B ),Candida parapsilosis,1.92,Candida parapsilosis,1.78
b868c958-0fe9-4193-a44d-0da694378ca9,( +++ ),( A ),Haemophilus influenzae,2.41,Haemophilus influenzae,2.38
b980e699-8ecc-472b-8798-8e4fe93a632c,( +++ ),( A ),Staphylococcus aureus,2.33,Staphylococcus aureus,2.32
bc04e5ab-9c2d-4ed0-a57f-adcbba9229df,( +++ ),( A ),Streptococcus intermedius,2.46,Streptococcus intermedius,2.4
bd54029d-65d9-4539-befe-89f92ab8bb68,( ++ ),( B ),Candida albicans,2.23,Candida albicans,2.15
c8f3243f-3f11-4fa2-91ba-cb26ab2425e5,( - ),( C ),no peaks found,<0, no peaks found,<0
d1217b86-0be1-489d-af18-b822bff6ac77,( ++ ),( B ),Streptococcus constellatus,2.17,Streptococcus constellatus,2.15
e09bc5a0-8a86-487f-b4a9-b69126966a76,( ++ ),( B ),Streptococcus salivarius,2.18,Streptococcus vestibularis,2.15
ed4a8dc0-fafc-42a9-9a00-c1308605c132,( +++ ),( A ),Enterococcus faecium,2.49,Enterococcus faecium,2.49
eeabc80d-77d8-4eb6-9fea-fc2489443575,( +++ ),( B ),Enterobacter cloacae,2.31,Enterobacter asburiae,2.21
f7014a6a-b272-4094-a32c-6111a1792ce3,( +++ ),( A ),Staphylococcus aureus,2.45,Staphylococcus aureus,2.4
ff744d6a-98f8-483a-baff-e6f3f4963630,( +++ ),( A ),MIX!Streptococcus intermedius,2.61,Streptococcus intermedius,2.44
3f55d404-a1ef-46e9-a7c4-ad55b32a256a,( + ),( B ),Corynebacterium tuberculostearicum,1.79,Corynebacterium tuberculostearicum,1.72
78025df6-bb85-4499-a33b-8405c13dd009,( + ),( B ),Corynebacterium tuberculostearicum,1.92,Corynebacterium tuberculostearicum,1.8
cf9adb70-d423-449f-b624-b1b3aa84915c,( - ),( C ),not reliable identification,1.37,not reliable identification,1.28
8b77e3af-e66a-4ac2-a7e0-15a4ff4074bd,( ++ ),( B ),Streptococcus dysgalactiae,2.11,Streptococcus dysgalactiae,2.07
9c504c35-e470-4518-8c09-457f820e9ddc,( +++ ),( A ),Enterococcus faecium,2.42,Enterococcus faecium,2.41
baffe929-b796-46b0-8865-4557b782e5c0,( - ),( C ),not reliable identification,0.99,not reliable identification,0.96
c58bfc62-e7f5-4f86-9643-15b12c52dd70,( +++ ),( B ),Enterococcus faecium,2.45,Enterococcus faecium,2.41
e3d4a91e-eee5-464e-9d7c-db2b13a8ebee,( ++ ),( A ),Streptococcus dysgalactiae,2.16,Streptococcus dysgalactiae,2.02
e592df16-18c5-4610-8659-77367d2054b9,( +++ ),( A ),Staphylococcus aureus,2.35,Staphylococcus aureus,2.26
e9b9c3ea-2797-470d-a9db-2c3c577206f3,( +++ ),( A ),Staphylococcus aureus,2.37,Staphylococcus aureus,2.23
f31db640-d3d5-46ed-a97b-2a51805f6b1d,( - ),( C ),not reliable identification,1.21,not reliable identification,1.15
1a50e5f2-ab39-4907-93a1-4c25d8b4c46a,( +++ ),( A ),Staphylococcus hominis,2.38,Staphylococcus hominis,2.35
29fb3787-3e87-4c6d-a2fb-b149ecf90ac3,( +++ ),( A ),Escherichia coli,2.49,Escherichia coli,2.44
32d88854-1669-4915-8ce2-d547c7d76d27,( +++ ),( A ),Escherichia coli,2.37,Escherichia coli,2.32
356e5136-423c-4aa1-9c52-76056f1b31a1,( +++ ),( A ),Staphylococcus aureus,2.49,Staphylococcus aureus,2.47
3ad3f92d-0f31-4384-8545-a16fb9f7250e,( +++ ),( A ),Moraxella_sg_Branhamella catarrhalis,2.56,Moraxella_sg_Branhamella catarrhalis,2.46
409cf0fa-2e0f-4963-8f7d-1795a51ac010,( ++ ),( A ),Candida albicans,2.09,Candida albicans,2.04
4a0a9f64-5402-4cb1-bf62-392845f97d86,( ++ ),( A ),Staphylococcus epidermidis,2.19,Staphylococcus epidermidis,2.12
5119066d-52a4-45e9-a3bf-e6f805728a3f,( +++ ),( A ),Streptococcus intermedius,2.39,Streptococcus intermedius,2.38
53a03810-4b42-48b1-ac4b-abf75c03d172,( +++ ),( A ),Escherichia coli,2.31,Escherichia coli,2.28
57fc22eb-898c-4763-be89-f007d0960aa0,( ++ ),( A ),Bacillus simplex,2.25,Bacillus sp,1.73
6d328d44-232e-4fbb-b2a7-d360ff60d0ea,( +++ ),( A ),Micrococcus luteus,2.41,Micrococcus luteus,2.25
722edf62-e527-4de3-89fa-e5d59f96acc9,( ++ ),( A ),Staphylococcus epidermidis,2.26,Staphylococcus epidermidis,2.25
7a0fb9d3-b4be-4bfa-8af7-5410239385e5,( ++ ),( A ),Corynebacterium accolens,2.24,Corynebacterium accolens,2.22
7e687879-49f3-488f-873c-82b082c096b2,( +++ ),( A ),Staphylococcus aureus,2.55,Staphylococcus aureus,2.54
7edd8f4c-55eb-42a2-b08f-51f854440d3f,( +++ ),( A ),Escherichia coli,2.4,Escherichia coli,2.38
840bf274-10ee-495a-b135-0676cd29e3b3,( +++ ),( A ),Corynebacterium pseudodiphtheriticum,2.53,Corynebacterium pseudodiphtheriticum,2.43
9e12546e-5e9a-412b-816b-0fcfe1006a62,( +++ ),( A ),Escherichia coli,2.47,Escherichia coli,2.46
a396a63a-b462-4d19-bad7-8959cfe4bc70,( ++ ),( A ),Candida albicans,2.14,Candida albicans,2.08
a85eedca-d564-4e97-9f8a-0c1353129745,( +++ ),( B ),Lactobacillus gasseri,2.56,Lactobacillus gasseri,2.5
bbbcf708-669c-4b90-9edc-cc8ec514af8e,( ++ ),( A ),Staphylococcus epidermidis,2.23,Staphylococcus epidermidis,2.18
c080f0c6-8883-4d5e-8e84-b24ca1d94b47,( +++ ),( A ),Clostridium tertium,2.31,Clostridium tertium,2.31
c72520d2-b818-4ed2-8afb-a4cc12a2fcb5,( ++ ),( A ),Candida glabrata,2.16,Candida glabrata,2.13
da70bb60-dec5-4639-9bda-425f9d75242f,( +++ ),( A ),Staphylococcus aureus,2.52,Staphylococcus aureus,2.47
f6269b91-c201-4b63-b93b-a4a434a80f79,( +++ ),( B ),Klebsiella pneumoniae,2.35,Klebsiella pneumoniae,2.35
2dd30d09-36a8-4e6e-b751-41ed69669a6b,( - ),( C ),not reliable identification,1.42,not reliable identification,1.39
97652f57-a43d-4b4c-a130-e43dd1476c16,( - ),( C ),not reliable identification,1.41,not reliable identification,1.34
b6b9d76d-1ea9-4600-900f-a09d94e323c2,( +++ ),( A ),MIX!Peptoniphilus asaccharolyticus,2.35,Peptoniphilus asaccharolyticus,1.79
e920d1a3-a465-40e5-9f42-260149897558,( - ),( C ),no peaks found,<0, no peaks found,<0
00965b94-9466-4852-8a2e-55c5e4404ff6,( ++ ),( A ),Staphylococcus haemolyticus,2.27,Staphylococcus haemolyticus,2.12
119c8682-f023-449f-9c0d-30dcd7ca98d2,( ++ ),( A ),Staphylococcus haemolyticus,2.28,Staphylococcus haemolyticus,2.17
150816db-0a01-452c-b8d1-623c02b1b28b,( +++ ),( A ),Enterococcus faecium,2.63,Enterococcus faecium,2.51
1b78fcd2-f016-4677-a503-210abd5370da,( ++ ),( A ),Staphylococcus epidermidis,2.22,Staphylococcus epidermidis,2.16
21325655-5b23-43c1-94f5-e9989296ec40,( +++ ),( A ),Enterococcus faecium,2.59,Enterococcus faecium,2.43
2aaa70a3-8f12-4e06-902f-760228a9dff1,( +++ ),( A ),Enterococcus faecium,2.62,Enterococcus faecium,2.57
3a93f875-7f0e-4c4c-bde9-ffeee8e7b773,( +++ ),( A ),Enterococcus faecium,2.46,Enterococcus faecium,2.37
3cb259aa-ee6e-489c-a2a5-ca87a7cd5ac5,( +++ ),( A ),Enterococcus faecium,2.45,Enterococcus faecium,2.34
44dce0a5-34d9-4de2-9e39-d47403613d4b,( ++ ),( A ),Staphylococcus haemolyticus,2.23,Staphylococcus haemolyticus,2.15
4733b855-508f-4494-a0f1-518e25d46dab,( ++ ),( A ),Staphylococcus haemolyticus,2.29,Staphylococcus haemolyticus,2.21
4f77b16f-ff2d-47e6-9af1-fabee983a106,( ++ ),( A ),Staphylococcus haemolyticus,2.2,Staphylococcus haemolyticus,2.1
545ef127-a0e8-43cb-982c-56da5e92767d,( +++ ),( A ),Enterococcus faecium,2.48,Enterococcus faecium,2.3
5fee13aa-a883-482d-828b-6767ebf1c6b5,( +++ ),( A ),Enterococcus faecium,2.61,Enterococcus faecium,2.56
68ca5f45-7bb7-4499-8c61-06ce9af32030,( +++ ),( A ),Staphylococcus aureus,2.54,Staphylococcus aureus,2.47
70cb2cf1-e965-42cc-90bb-78e7bde19a4e,( +++ ),( A ),MIX!Lactobacillus paracasei,2.5,Lactobacillus paracasei,2.38
82fdccaf-adcb-44fa-963c-bc104925e0f7,( +++ ),( A ),Staphylococcus haemolyticus,2.3,Staphylococcus haemolyticus,2.16
8302b149-98e9-47aa-bf65-0248b1155179,( ++ ),( A ),Staphylococcus epidermidis,2.22,Staphylococcus epidermidis,2.15
84118ae7-d6ac-470e-81ae-64ec75979f13,( +++ ),( A ),Enterococcus faecium,2.48,Enterococcus faecium,2.31
879f2c1a-0d85-46f1-ab57-e3c3c8f82618,( ++ ),( A ),Staphylococcus epidermidis,2.26,Staphylococcus epidermidis,2.19
8907805b-7124-4b2f-8223-129ab1ff614d,( ++ ),( A ),Staphylococcus epidermidis,2.16,Staphylococcus epidermidis,2.13
8b7b5785-4325-4fda-aeba-6133448cffd7,( ++ ),( A ),Staphylococcus haemolyticus,2.16,Staphylococcus haemolyticus,2.05
8e81ac20-4a5a-4527-88c0-9836fae6c8c8,( +++ ),( A ),Enterococcus faecium,2.48,Enterococcus faecium,2.37
a8ce149d-3ae3-4190-a4d7-4b211923a949,( +++ ),( A ),Enterococcus faecium,2.57,Enterococcus faecium,2.47
a9a624f1-1f3c-4d55-8cef-642662e6ef92,( +++ ),( A ),Staphylococcus haemolyticus,2.31,Staphylococcus haemolyticus,2.18
adf0e962-daa9-46b6-9f30-df348abbc231,( +++ ),( A ),Enterococcus faecium,2.6,Enterococcus faecium,2.53
