3cfdbdc6-cc33-4190-b283-a33892ac5a34;( +++ );( A );Alloscardovia omnicolens;2.44;Alloscardovia omnicolens;2.43;
e731bd8b-b48a-4ad5-8c43-3eed3c0ea9d1;( +++ );( A );Haemophilus parainfluenzae;2.4;Haemophilus parainfluenzae;2.36;
fd62c7e4-e06f-4e57-929e-932835fde8b1;( +++ );( A );Proteus mirabilis;2.46;Proteus mirabilis;2.42;
fdbb3b26-351a-4ba8-a644-65cc5539a5f7;( ++ );( B );Klebsiella pneumoniae;2.27;Klebsiella pneumoniae;2.26;
0ddaa643-89d4-45b1-a112-3f8e15b8d8f5;( +++ );( A );Staphylococcus aureus;2.39;Staphylococcus aureus;2.38;
244864fd-b9bd-4ca5-8ff0-53c3238cf8f0;( ++ );( B );Streptococcus vestibularis;2.2;Streptococcus salivarius;2.07;
371b15fc-17a1-46ec-bade-0f2c4e05af21;( ++ );( A );Staphylococcus epidermidis;2.15;Staphylococcus epidermidis;1.96;
582d33a6-1db1-4110-aaf7-48ebee8869b2;( +++ );( B );MIX!Aeromonas ichthiosmia;2.31;Aeromonas ichthiosmia;2.31;
66323cec-0420-49e6-a2ec-8977a21f8365;( +++ );( A );Staphylococcus aureus;2.43;Staphylococcus aureus;2.35;
6a3a5dc1-2b03-47ce-8a6d-92dff7392325;( +++ );( A );Staphylococcus aureus;2.44;Staphylococcus aureus;2.37;
864196d9-6a3d-4d48-8b69-e3ded9602e28;( +++ );( A );Enterococcus faecalis;2.46;Enterococcus faecalis;2.33;
86c0d8a9-ef7d-4361-9d06-3ba3855e8916;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.36;
8d96d334-3631-4ba7-b61d-1a0807fefa40;( ++ );( A );Streptococcus constellatus;2.28;Streptococcus intermedius;1.89;
9da2d3b0-a0b0-4eb2-ba6d-d27143bd1da7;( +++ );( A );Streptococcus agalactiae;2.35;Streptococcus agalactiae;2.26;
d49403b5-186b-4c64-ad0b-aeb6214291cc;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.39;
e2ec5ef4-f709-4edd-9936-3d585dc92ea9;( ++ );( A );Streptococcus salivarius;2.05;Streptococcus salivarius;2;
3fc2a603-aad9-4a2d-9f26-4fc83ebd18fc;( ++ );( A );Streptococcus constellatus;2.16;Streptococcus constellatus;2.15;
03c0948b-86f0-4691-b280-e7799fa479e8;( +++ );( B );Enterobacter cloacae;2.31;Enterobacter cloacae;2.2;
10a4de2b-0f5f-4082-a7fe-28f0f84c7b0b;( ++ );( A );Staphylococcus saccharolyticus;2.28;Staphylococcus saccharolyticus;1.77;
1262b491-1de6-4284-86b2-ac9319eef485;( - );( C );not reliable identification;1.14;not reliable identification;1.14;
2fe7a83d-9a86-4c18-b912-350480ffbefb;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.39;
3f825569-61f7-46b2-ae66-66a384700f59;( ++ );( A );Staphylococcus saccharolyticus;2.07;Staphylococcus capitis;1.74;
44f5101a-1840-4e8e-8ab0-1b25e0c6d486;( - );( C );not reliable identification;1.31;not reliable identification;1.25;
54af39c6-6e35-40e5-926e-80bf0a8cb7b4;( +++ );( A );Escherichia coli;2.56;Escherichia coli;2.42;
5798f3df-018f-43bc-ae6e-50c7d3408148;( +++ );( B );Enterobacter cloacae;2.31;Enterobacter cloacae;2.18;
68655841-5002-4c4a-a1df-320f8ffc506e;( +++ );( A );Escherichia coli;2.54;Escherichia coli;2.39;
9603b7b2-1a58-4cc8-b970-48a2d18bda18;( +++ );( B );Enterobacter cloacae;2.3;Enterobacter cloacae;2.2;
b38c22f8-5136-4c20-aab4-0a66ff1da0f0;( +++ );( B );Enterobacter cloacae;2.38;Enterobacter cloacae;2.24;
bb1a6994-635e-45e2-97ab-50b348943228;( +++ );( A );MIX!Escherichia coli;2.45;Escherichia coli;2.34;
216af23b-9279-4aa7-9050-ea0ad3c5461a;( ++ );( A );Corynebacterium aurimucosum;2.18;Corynebacterium aurimucosum;2.01;
2daa07b7-85b5-4772-9a73-e47d737d1613;( ++ );( A );Propionibacterium acnes;2.22;Propionibacterium acnes;2.16;
5ebf0b95-edd8-4954-a0bc-5265fff03b41;( ++ );( A );Staphylococcus epidermidis;2.07;Staphylococcus epidermidis;2.02;
626ebffd-5d1a-4ffd-9721-e74d89a19289;( + );( B );Staphylococcus epidermidis;1.99;Staphylococcus epidermidis;1.98;
691f2959-d69c-41aa-9fa1-0b66619f055d;( + );( B );Staphylococcus epidermidis;1.96;Staphylococcus epidermidis;1.9;
70a9696c-648d-4510-a930-0735621353e6;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.08;
917e0e88-09b3-4948-9236-668fe3ac4e10;( ++ );( A );Corynebacterium aurimucosum;2.13;Corynebacterium aurimucosum;2.03;
aaae0e9c-4ac8-45ad-927b-1a9e7e3198e0;( +++ );( A );Staphylococcus lugdunensis;2.3;Staphylococcus lugdunensis;2.28;
ab7275cc-9ea0-4809-b820-e43a8c8751eb;( + );( B );Corynebacterium aurimucosum;1.93;Corynebacterium aurimucosum;1.92;
c85f17c3-f36a-414a-9259-6d35e50b2ad1;( ++ );( A );Enterococcus avium;2.24;Enterococcus avium;2.12;
ef01f7b5-68ae-495e-8ca9-947d9750685b;( + );( B );Candida glabrata;1.85;Candida glabrata;1.83;
137c1d3d-3cc0-4ea2-a54f-90e3c20f4154;( +++ );( A );Hafnia alvei;2.48;Hafnia alvei;2.47;
46150a24-342f-4569-9817-4ce847407a41;( ++ );( A );Campylobacter coli;2.23;Campylobacter coli;2.12;
4e6d9114-ec32-48b8-b4ab-5ccf61e9671e;( ++ );( A );Lactobacillus paracasei;2.28;Lactobacillus paracasei;2.17;
8c1c00eb-76fc-441a-8ce8-ec2fd3638166;( +++ );( A );Morganella morganii;2.42;Morganella morganii;2.41;
9de1eba5-ecc9-4651-b0af-a4c314f5ff3e;( +++ );( B );Proteus hauseri;2.4;Proteus hauseri;2.4;
ab24543e-fe75-424e-861c-4f47b5bdb492;( +++ );( A );Proteus mirabilis;2.42;Proteus mirabilis;2.42;
e3fe321d-2b4a-4d31-aa41-51957b41764e;( ++ );( A );Parabacteroides distasonis;2.24;Parabacteroides distasonis;2.19;
ec957601-52c3-40f5-adf7-5005f0da96b6;( +++ );( A );Proteus mirabilis;2.31;Proteus mirabilis;2.29;
f1971c73-f64e-48ca-b1d9-f63c2359e68b;( ++ );( A );Bacteroides uniformis;2.05;Bacteroides uniformis;2.05;
c60e1da1-ada8-4044-beba-e51a0fa426a2;( +++ );( B );MIX!Lactobacillus paracasei;2.33;Lactobacillus paracasei;2.21;
030f1c09-6dec-474e-b83d-1aec59745fdb;( +++ );( A );Enterococcus faecalis;2.51;Enterococcus faecalis;2.4;
06513b67-ebf0-4112-8d85-778f0873e090;( ++ );( A );Streptococcus anginosus;2.29;Streptococcus anginosus;2.26;
08d4dfe5-80f5-4940-8747-d91a8dbe9753;( ++ );( A );Streptococcus pneumoniae;2.23;Streptococcus pneumoniae;2.19;
0f93f95f-3f00-488f-b194-f3f9ab5af54e;( + );( B );Corynebacterium striatum;1.89;Corynebacterium striatum;1.8;
12b3c6f4-48fe-47af-be6f-4e2649cc1c01;( +++ );( A );Staphylococcus lugdunensis;2.37;Staphylococcus lugdunensis;2.28;
1d6bc7b9-0361-4f3e-9565-ce8d4878b910;( - );( C );not reliable identification;1.49;not reliable identification;1.37;
1f0119f4-7c6c-4289-93c5-df4d4b04c48f;( ++ );( A );Candida albicans;2.03;Candida albicans;2.02;
1f2edaf0-5e9d-4cd2-9b25-c16bde08254e;( +++ );( A );Morganella morganii;2.69;Morganella morganii;2.64;
20c8f258-a503-4235-b2c0-0d8e97888715;( +++ );( A );Lactobacillus gasseri;2.41;Lactobacillus gasseri;2.41;
2392cb73-d33e-4cbb-baaf-63ba05c33296;( +++ );( B );MIX!Enterobacter cloacae;2.33;Enterobacter cloacae;2.28;
2630dec6-f9ad-487d-8c45-516542d02501;( ++ );( B );Klebsiella pneumoniae;2.26;Klebsiella pneumoniae;2.18;
41c644b3-9ff4-45a9-8a7f-aa11f2a63ba9;( ++ );( B );Streptococcus pneumoniae;2.2;Streptococcus pneumoniae;2.17;
41c9f0b5-3f3c-493f-a5e6-ef7e0be17bb9;( ++ );( A );Enterococcus gallinarum;2.28;Enterococcus gallinarum;2.23;
42c54bd3-dbeb-4621-bb06-3273173cb4e2;( +++ );( C );Klebsiella oxytoca;2.54;Raoultella ornithinolytica;2.16;
434615da-4375-4b1e-b2a8-3e7ca20fadc1;( +++ );( A );Moraxella_sg_Branhamella catarrhalis;2.46;Moraxella_sg_Branhamella catarrhalis;2.39;
45aaffda-d8ab-484a-adf3-d4f1d5677ec8;( +++ );( A );Stenotrophomonas maltophilia;2.5;Stenotrophomonas maltophilia;2.24;
45f7ebb1-a145-45a2-9fb0-6ba2323152df;( ++ );( A );Acinetobacter baumannii;2.27;Acinetobacter baumannii;2.03;
4c5fad15-7db5-431d-996d-4d2785c25668;( - );( C );not reliable identification;1.39;not reliable identification;1.38;
504396c3-e171-4cf6-9837-d6703ea779f6;( ++ );( A );Erysipelothrix rhusiopathiae;2.11;Erysipelothrix rhusiopathiae;1.9;
51268797-af10-49a0-a356-8fbd789deb5c;( ++ );( A );Alcaligenes faecalis;2.09;Alcaligenes faecalis;1.96;
5176835c-d707-4f19-95c1-831963d2a364;( +++ );( B );Streptococcus constellatus;2.33;Streptococcus constellatus;2.18;
592ac971-ae54-4a30-a10e-2e410bc03b2b;( +++ );( A );Pseudomonas aeruginosa;2.56;Pseudomonas aeruginosa;2.42;
5a761f5a-03bf-42c0-9c32-3a2805d8206c;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.09;
60edcf18-e55d-4a19-a599-15e5ad66f133;( ++ );( B );Klebsiella pneumoniae;2.18;Klebsiella pneumoniae;2.18;
63234e48-9b1b-4254-bf24-7fb4d2daa754;( +++ );( A );Pseudomonas aeruginosa;2.47;Pseudomonas aeruginosa;2.43;
68fc42e6-f018-4900-9c9e-a0584d79e6b8;( +++ );( B );Burkholderia cepacia;2.42;Burkholderia metallica;2.28;
6ba46568-f2b4-40c8-9f6b-4d8a0d599ea7;( ++ );( B );Klebsiella pneumoniae;2.21;Klebsiella pneumoniae;2.14;
6be594da-7472-46b6-88cf-20266f5146f5;( - );( C );not reliable identification;1.27;not reliable identification;1.24;
709a1009-305e-4d48-8489-3d1cd3436073;( +++ );( C );MIX!Salmonella sp;2.54;Salmonella sp;2.44;
71d98063-98f0-42a8-af51-13e21d4cc28f;( ++ );( A );Corynebacterium jeikeium;2.28;Corynebacterium jeikeium;2.01;
7821954e-6723-4f26-8e99-6cd93d1d2f11;( ++ );( B );Serratia ureilytica;2.27;Serratia marcescens;2.26;
78bb3bf3-1a25-4f1c-8fe4-1a4678860e75;( + );( C );Enterobacter cloacae;1.98;Enterobacter cloacae;1.88;
7b3e021a-26c9-4884-add3-b45954464721;( +++ );( A );Corynebacterium striatum;2.37;Corynebacterium striatum;2.31;
7b43a6da-0446-45f6-ae0b-6ecd1fcca367;( ++ );( A );Erysipelothrix rhusiopathiae;2.17;Erysipelothrix rhusiopathiae;1.93;
7c2763c3-7c68-47ba-8a5e-d2991f508b91;( +++ );( A );Staphylococcus simulans;2.37;Staphylococcus simulans;2.35;
7e91e377-0e41-454a-bfc3-8caf41a086e6;( ++ );( A );Escherichia coli;2.19;Escherichia coli;2.1;
7f9823b1-3ca8-43dc-8d31-5f69259d4314;( ++ );( A );Staphylococcus saprophyticus;2.2;Staphylococcus saprophyticus;2.15;
8b9c2297-4e84-443d-b89b-3384ccf76288;( - );( C );not reliable identification;1.37;not reliable identification;1.36;
94d01806-e85d-4a3e-8b9f-7dc0c4ac627d;( +++ );( B );Salmonella spp;2.43;Salmonella anatum;2.37;
974cea4b-61a7-43e4-b760-805252b91066;( +++ );( A );Staphylococcus aureus;2.46;Staphylococcus aureus;2.37;
98d2c911-94e9-4a5e-a1bd-f602ecd96311;( +++ );( A );Streptococcus agalactiae;2.45;Streptococcus agalactiae;2.36;
98e7d16d-6cc0-4ae1-98b2-e867e450177a;( +++ );( B );MIX!Acinetobacter baumannii;2.59;Acinetobacter baumannii;2.4;
9aa19848-2beb-4a52-a4cf-175f56c9eb82;( ++ );( B );Streptococcus dysgalactiae;2.24;Streptococcus canis;2.16;
a42f0b72-859e-4efd-87a5-3f1781da260f;( +++ );( A );Proteus mirabilis;2.36;Proteus mirabilis;2.24;
a7477cf0-118a-41af-a717-cf30df11f101;( ++ );( A );Candida albicans;2.19;Candida albicans;2.13;
af1f9d23-7d25-4562-80e8-b5aa59e3050b;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.34;
b2556805-c7d8-4e8f-8684-e9bdb8bef74a;( ++ );( B );Streptococcus salivarius;2.28;Streptococcus vestibularis;2.18;
bab6ee0a-b7b7-4ad4-80d4-21edca4e61eb;( + );( B );Bacillus cereus;1.92;Bacillus cereus;1.89;
bdeff81c-0671-4ba7-9b3e-66ac4706d198;( - );( C );not reliable identification;1.34;not reliable identification;1.33;
bf3fdee5-ef49-42dd-88ca-c0c437038e47;( ++ );( C );Salmonella newington;2.22;Salmonella sp;2.19;
c185cc3f-3762-44fb-a9fb-eaff78e0bd67;( +++ );( B );Listeria monocytogenes;2.47;Listeria monocytogenes;2.42;
c5206a3e-b834-4298-a00a-20ad36c9cfd2;( ++ );( B );Streptococcus oralis;2.23;Streptococcus mitis;2.22;
cac5aea7-412e-41b9-9a92-79a826889a59;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.25;
d4f258d0-a034-4f01-9883-3794504e1843;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;2.12;
d9829a9a-3eda-4661-b683-22974aaae994;( ++ );( A );Streptococcus pneumoniae;2.02;Streptococcus pneumoniae;1.96;
dac960dc-3fc8-45f9-a29f-c72a10f2f2b7;( +++ );( A );Enterococcus faecalis;2.48;Enterococcus faecalis;2.38;
dc8c2719-9b13-46d8-a629-c888aadb9041;( +++ );( B );MIX!Streptococcus dysgalactiae;2.53;Streptococcus dysgalactiae;2.51;
de5a3e96-2691-4fd7-9924-a160eec842a3;( ++ );( A );Staphylococcus epidermidis;2.13;Staphylococcus epidermidis;2.03;
e3424139-04d1-4538-b0de-9e800cf04e59;( +++ );( B );Serratia ureilytica;2.3;Serratia marcescens;2.18;
e527be66-a19f-44a7-bf40-3b6e10be0e11;( +++ );( B );Listeria monocytogenes;2.41;Listeria monocytogenes;2.39;
e5a99e82-30f8-43a1-b4d3-f8bc1365c45f;( +++ );( B );Yersinia bercovieri;2.46;Yersinia bercovieri;2.41;
ea6fa2a7-9f05-4187-945d-109816d822e0;( +++ );( A );Streptococcus pyogenes;2.47;Streptococcus pyogenes;2.37;
ebcb6f9a-7ba7-4800-9965-87440d48577a;( + );( B );Turicella otitidis;1.96;Turicella otitidis;1.95;
f23bf2e3-12c3-4dc0-8e85-21064da1e413;( +++ );( B );Proteus vulgaris;2.38;Proteus vulgaris;2.35;
f8f5d4cf-77f9-49c6-bec1-709ecac5b746;( +++ );( B );Citrobacter braakii;2.43;Citrobacter braakii;2.43;
fac1fbc1-0c34-46ce-82ce-c5b5528a20ca;( +++ );( B );Salmonella newington;2.38;Salmonella mbanaka;2.37;
11a74419-bd59-47ee-8147-30690dcb8040;( + );( B );Corynebacterium tuberculostearicum;1.83;Corynebacterium tuberculostearicum;1.73;
702cf75a-31da-405f-8f91-c500481de56d;( - );( C );not reliable identification;1.35;not reliable identification;1.33;
c4f6e9b0-9805-4565-9e4c-709d1a4179a6;( + );( B );Lactobacillus crispatus;1.9;not reliable identification;1.65;
049fcbb6-0227-471d-aac7-c43aebef3724;( ++ );( A );Staphylococcus epidermidis;2.03;Staphylococcus epidermidis;2;
24ecf258-39ec-462b-855d-24616bb928c3;( +++ );( A );Staphylococcus aureus;2.33;Staphylococcus aureus;2.28;
7a13bb43-c65c-42a5-88c7-e06b96d1716b;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;1.77;
802b881c-8503-4703-9614-ba71f8ebc2fd;( ++ );( A );Staphylococcus capitis;2.17;Staphylococcus capitis;1.96;
86db43cd-47da-41fa-91cd-1ae2c9e3b96a;( +++ );( A );Staphylococcus aureus;2.42;Staphylococcus aureus;2.42;
928cc302-8817-46e4-b988-4b2cb7204d9b;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2;
9b6d8267-0935-465f-8acd-6fb1e45faf1b;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.34;
a0a8f734-16ce-4a81-a82a-988c0ac60811;( ++ );( A );Staphylococcus epidermidis;2;Staphylococcus epidermidis;1.98;
f66e494c-b668-44d0-94c2-aa85275ec73f;( ++ );( A );Staphylococcus hominis;2.26;Staphylococcus hominis;2.12;
0cae2f43-60cb-4039-b4d6-c14ec1c1ea09;( - );( C );not reliable identification;1.27;not reliable identification;1.25;
0d067514-d1c3-45f6-9f50-7f97e216f13d;( +++ );( A );MIX!Lactobacillus iners;2.54;Lactobacillus iners;2.46;
0fe24c43-ddb4-41fa-bec9-6a7e2366549d;( - );( C );not reliable identification;1.42;not reliable identification;1.39;
7ae28515-f9f4-4a71-aa62-abd0ec228ece;( ++ );( A );Gardnerella sp;2.14;Gardnerella vaginalis;1.8;
939bd53a-0063-4430-8048-42e7f8956df9;( ++ );( A );Gardnerella vaginalis;2.03;Gardnerella vaginalis;1.94;
c41fe1db-7c7f-4cb4-8ddb-ad91ca5f6f6e;( ++ );( A );Candida albicans;2.09;Candida albicans;2.05;
d3d30865-6638-4454-9ecb-7ef2378e36cb;( - );( C );not reliable identification;1.36;not reliable identification;1.3;
f16734a0-b346-4820-bb35-1a65f31ca361;( ++ );( B );Gardnerella sp;2.29;Gardnerella vaginalis;2.22;
0423b0ae-dd25-48d5-b34b-2282566d9c4b;( +++ );( A );Klebsiella variicola;2.44;Klebsiella variicola;2.41;
1db451f9-f814-45bb-8679-b97a7b2c5be6;( +++ );( B );Klebsiella variicola;2.33;Klebsiella variicola;2.26;
28cc9e0b-4bfd-494b-a1de-34f2e8c48d37;( +++ );( B );Klebsiella variicola;2.31;Klebsiella variicola;2.24;
3111fe80-230a-439c-a1d0-0354e3a12e94;( +++ );( B );Proteus vulgaris;2.39;Proteus vulgaris;2.27;
4113e63d-8312-48c0-a107-4ce199099756;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.32;
593e3758-63c6-4223-9c09-b0fd345c7920;( +++ );( B );Klebsiella variicola;2.42;Klebsiella variicola;2.35;
70c56eb5-d838-4367-977c-68b83232fa24;( +++ );( A );Klebsiella variicola;2.44;Klebsiella variicola;2.42;
73f65d28-6ecf-4698-93fd-8fde7947ea52;( +++ );( A );Enterococcus faecalis;2.39;Enterococcus faecalis;2.37;
96cb9cf3-5a7a-49f6-b86a-05645c739e45;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.29;
07cb9191-0b86-4b3c-858a-3aa3f944eddd;( +++ );( A );Pseudomonas aeruginosa;2.43;Pseudomonas aeruginosa;2.32;
ae080537-7661-4432-9e49-5112b131ae1f;( +++ );( A );Enterococcus faecalis;2.38;Enterococcus faecalis;2.35;
b8f63d94-65e0-4d78-a78a-dc5085532b1f;( +++ );( B );Proteus vulgaris;2.45;Proteus vulgaris;2.29;
d3c7d469-dbe1-4834-ba4b-522564d8b15f;( +++ );( B );Klebsiella variicola;2.38;Klebsiella variicola;2.35;
0db42ebe-25cf-4ded-8921-58c68b168c9f;( +++ );( B );MIX!Neisseria mucosa;2.44;Neisseria mucosa;2.4;
3df2d755-bcca-46a6-a9ab-5dd256ccd4b9;( +++ );( A );Haemophilus influenzae;2.41;Haemophilus influenzae;2.41;
633f67ee-b9bb-4181-b046-2ecd7f7054fc;( +++ );( A );Enterococcus faecium;2.46;Enterococcus faecium;2.43;
924a0871-c1c0-448a-a323-7bef2ae027cd;( ++ );( A );Klebsiella pneumoniae;2.28;Klebsiella pneumoniae;2.23;
052ca957-4bef-4fb8-9f5b-2b6db9de4e53;( +++ );( B );Enterobacter cloacae;2.34;Enterobacter cloacae;2.3;
08cd350e-4c53-427f-a8d1-c53e662934ee;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.35;
0e30a82f-0a3e-41bc-9f9d-4d16aee55fec;( +++ );( A );Staphylococcus aureus;2.45;Staphylococcus aureus;2.41;
0fc8da0d-b17b-4ea1-bd0d-d3346a9903b3;( ++ );( A );Staphylococcus lugdunensis;2.03;Staphylococcus lugdunensis;1.96;
10897ded-fe40-4b25-a54c-234763e5792f;( ++ );( A );Staphylococcus caprae;2.17;Staphylococcus caprae;2.14;
182e9773-4127-44d1-9dc5-16681d1dae1b;( ++ );( A );Candida albicans;2.04;Candida albicans;1.92;
1cf723d4-f8d0-4929-9c73-83e8aa8490a1;( +++ );( A );Staphylococcus aureus;2.33;Staphylococcus aureus;2.31;
214d0ed2-66bd-47a3-b1a5-8a90f151c3e0;( - );( C );no peaks found;< 0;no peaks found;< 0;
3d624ded-5cc7-4da6-b689-b8b2f10370f6;( +++ );( A );Staphylococcus aureus;2.37;Staphylococcus aureus;2.35;
45865de9-3b72-44c3-9792-e15eaefeacf4;( ++ );( B );Streptococcus salivarius;2.23;Streptococcus salivarius;2.21;
4935a4c3-e299-46fe-b678-a00332cabaf3;( +++ );( A );Proteus mirabilis;2.45;Proteus mirabilis;2.44;
4ef49554-00ae-4db1-9537-4c09844af79e;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.41;
72e39644-0df6-4c75-8a0e-9c5b86660a56;( + );( B );Candida albicans;1.98;Candida albicans_(africana);1.94;
7f4faf64-1bcd-4980-80bc-f68026dd5eda;( + );( B );Candida albicans;1.74;Candida albicans;1.74;
819679d8-478f-4453-b853-4b16e44d4eaa;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.41;
83ab9a9b-95fb-4cdb-8816-925ffa68ee43;( ++ );( A );Candida albicans;2.05;Candida albicans;2.05;
8c4c200b-e6b8-4c56-b43c-f100ef93bb1a;( ++ );( A );Staphylococcus lugdunensis;2.05;Staphylococcus lugdunensis;1.9;
9d32e29e-a358-45b5-8176-9022e4356ec5;( +++ );( B );Enterobacter cloacae;2.38;Enterobacter cloacae;2.25;
a273a43e-cab4-4514-a134-599b7ede8ebb;( +++ );( A );Staphylococcus aureus;2.38;Staphylococcus aureus;2.36;
a69bc57d-0a0c-45b9-ba37-03dae8a95f8d;( +++ );( A );Streptococcus agalactiae;2.42;Streptococcus agalactiae;2.35;
adea1418-395e-4b5c-a2d8-7acdd29cc684;( ++ );( A );Candida albicans;2.08;Candida albicans;2.08;
b20c76b5-9602-40e6-a4ba-9884823cc896;( + );( B );Candida albicans;1.93;Candida albicans;1.85;
bdc6e6b4-0f34-4978-8cfa-0acb16669ad9;( ++ );( A );Candida albicans;2.06;Candida albicans;2.05;
d6a7f569-7fc9-4c95-8fd6-62b66154bd21;( +++ );( C );Klebsiella oxytoca;2.37;Klebsiella oxytoca;2.25;
d88ef1bf-36e8-4865-a127-6d544c972eec;( - );( C );no peaks found;< 0;no peaks found;< 0;
de701a85-3af8-4b87-a7e9-f0ae528b11fb;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;2.04;
fc7dece2-6745-43dd-b461-7cad00e634f6;( ++ );( A );Candida albicans;2.02;Candida albicans;1.9;
223bd609-0d9e-45db-8ce9-44fdac65fd52;( - );( C );no peaks found;< 0;no peaks found;< 0;
38fdda16-4cda-4bab-b773-371d8ea83aec;( - );( C );no peaks found;< 0;no peaks found;< 0;
61cccc2b-b9b2-4260-bb33-8fb647e746fd;( - );( C );no peaks found;< 0;no peaks found;< 0;
7f8dee78-e7d9-4c56-8e8c-943e6d989c27;( - );( C );no peaks found;< 0;no peaks found;< 0;
9e8eca1e-af0a-41b0-bf4f-f63faa224aa3;( - );( C );no peaks found;< 0;no peaks found;< 0;
a38cf367-db21-4056-b41b-91d29489b66b;( - );( C );no peaks found;< 0;no peaks found;< 0;
b9edbf7a-00fb-4418-a954-aa0063f3fe48;( - );( C );no peaks found;< 0;no peaks found;< 0;
05c908e2-a226-42b4-93e9-6f0c61ab37fd;( + );( B );Corynebacterium accolens;1.92;Corynebacterium accolens;1.81;
482f71e5-49c9-4692-8030-18f82861e931;( ++ );( A );Haemophilus parainfluenzae;2.2;Haemophilus parainfluenzae;2.17;
4b9d4a6a-8808-4a0a-9e25-2208ebed5b12;( +++ );( B );MIX!Neisseria subflava;2.52;Neisseria subflava;2.49;
4f4131d6-ce0d-498b-a106-18a704d67ec3;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.11;
602adc73-6d3f-40a0-9852-d629d62ce269;( + );( B );Saccharomyces cerevisiae;1.77;Saccharomyces cerevisiae;1.74;
6c5486ea-bcd5-48be-b5bc-9f31e11e8fb9;( +++ );( A );MIX!Neisseria subflava;2.49;Neisseria subflava;2.44;
82a1717f-e7f5-441c-8a6a-6d1296adce44;( +++ );( B );MIX!Neisseria mucosa;2.37;Neisseria mucosa;2.36;
869272e7-aeee-4fdc-8a93-4b25c947ea35;( ++ );( A );Corynebacterium amycolatum;2.29;Corynebacterium amycolatum;2.28;
a27ad8db-07b1-4854-baba-0a39838582c4;( ++ );( A );Candida albicans;2.22;Candida albicans;2;
b0d84848-bf43-456e-8d17-1605fa643c71;( ++ );( A );Haemophilus parainfluenzae;2.26;Haemophilus parainfluenzae;2.19;
13c24d3e-7f36-431a-a5a8-8a769b4ec33d;( - );( C );not reliable identification;1.38;not reliable identification;1.37;
173e0d3f-43aa-4df8-b22a-bc58d5675b46;( - );( C );not reliable identification;1.29;not reliable identification;1.28;
1ce44fca-e8ef-4d53-a859-07dc1b1e38d4;( - );( C );not reliable identification;1.29;not reliable identification;1.25;
3e868417-24af-4941-83a2-d34ada4f61dc;( - );( C );not reliable identification;1.25;not reliable identification;1.18;
42ce9415-f7d1-49aa-b707-c36c9d76e402;( - );( C );not reliable identification;1.18;not reliable identification;1.15;
56456baa-8fe0-4236-895c-626017b14947;( - );( C );not reliable identification;1.29;not reliable identification;1.22;
769f2a64-1a99-48a8-9b1d-08b27fc75d48;( - );( C );not reliable identification;1.28;not reliable identification;1.24;
ae68e2c4-f809-4000-9f94-60e46ec4b44e;( - );( C );not reliable identification;1.1;not reliable identification;1.1;
b5ec3fa4-28e8-41cb-94fa-40961c04e472;( - );( C );not reliable identification;1.13;not reliable identification;1.1;
