12f852d2-17b9-4133-bbd3-47be6e6adf9c;( - );( C );no peaks found;<0;no peaks found;<0;
f50f6ac5-61d6-4ef5-8fc3-3d461449774e;( ++ );( A );Corynebacterium glucuronolyticum;2.07;Corynebacterium glucuronolyticum;1.99;
f81a792b-7d81-4e42-9fee-a2d1e3b69407;( ++ );( A );Staphylococcus epidermidis;2.06;Staphylococcus epidermidis;1.97;
fc9dcbca-e681-43bc-9fce-4fe112fab727;( ++ );( A );Corynebacterium glucuronolyticum;2.09;Corynebacterium glucuronolyticum;2.03;
46b00881-fd08-46bd-aa52-c3401936b806;( +++ );( A );Escherichia coli;2.47;Escherichia coli;2.4;
08698d72-9318-4c31-a127-4a10f1dc01a5;( ++ );( B );Candida albicans;2.18;Candida albicans;2.17;
09f2d733-0c70-4bf6-97a5-aa09524b4db6;( - );( C );no peaks found;<0;no peaks found;<0;
1cfd4e45-f6f0-498e-bd46-2ad0445aeb19;( ++ );( A );Serratia proteamaculans;2.11;Serratia grimesii;1.97;
200f375a-f94b-43bd-aa7f-79f3b4007645;( ++ );( A );Pseudomonas aeruginosa;2.08;Pseudomonas aeruginosa;1.96;
21144185-530d-4292-9e9f-0d6e917d4f77;( ++ );( A );Pseudomonas aeruginosa;2.1;Pseudomonas aeruginosa;2.07;
2f093588-0a3f-4f9a-b5b1-d8c42a4a5dfe;( +++ );( A );Staphylococcus aureus;2.44;Staphylococcus aureus;2.41;
47730f2c-8d5e-4a7b-abe4-43d38dbb0e38;( ++ );( A );Streptococcus pneumoniae;2.15;Streptococcus pneumoniae;2.14;
4778a587-aa5f-40fc-9208-26330203df56;( +++ );( A );Citrobacter koseri;2.51;Citrobacter koseri;2.37;
4d89cc6f-487b-4568-b1b0-4cd74ba6c805;( +++ );( B );Serratia marcescens;2.36;Serratia marcescens;2.19;
6291e483-3b8f-4e60-a265-b56624567a03;( ++ );( A );Streptococcus pneumoniae;2.15;Streptococcus pneumoniae;2.08;
75da095f-d58b-4f3b-afe4-9aa98da4f6b8;( ++ );( A );Candida glabrata;2.24;Candida glabrata;2.2;
7ebe66d0-4828-466e-8738-b23afa312e37;( ++ );( A );Candida glabrata;2.17;Candida glabrata;2.14;
85ffdb00-0e0f-40df-a20f-b58d194fcb6e;( ++ );( A );Candida parapsilosis;2.06;Candida parapsilosis;2.03;
873dcf7e-3e04-4fe2-bd30-749c9d23a05b;( ++ );( A );Candida albicans;2.21;Candida albicans;2.09;
8b7744cf-6fa2-49ab-9139-ef4c8eaefc4c;( + );( B );Pseudomonas aeruginosa;1.91;Pseudomonas aeruginosa;1.91;
8e51b764-3c53-49d1-bb27-8ec202af1e48;( ++ );( A );Candida parapsilosis;2.18;Candida parapsilosis;2.08;
9fa92384-fe4c-4f76-8917-b7d4eeec40e7;( ++ );( A );Pseudomonas aeruginosa;2.11;Pseudomonas aeruginosa;2.01;
a68fd6a8-cc17-4927-8778-c45c3207c80f;( ++ );( A );Serratia proteamaculans;2.14;Serratia liquefaciens;1.94;
bc81a461-66bf-47fe-93ae-118bcb7cb7c1;( ++ );( A );Candida albicans;2.17;Candida albicans;2.14;
bcb2201f-99e2-406d-a4d1-d841d2756700;( + );( B );Candida parapsilosis;1.97;Candida parapsilosis;1.94;
c477b352-5e6a-485e-9d0c-1e8afafd665c;( ++ );( A );Candida parapsilosis;2.14;Candida parapsilosis;2.13;
c55d9be5-7608-4639-a103-cfabc8cb211d;( ++ );( A );Candida glabrata;2.29;Candida glabrata;2.17;
cc0c2572-c411-4297-a364-885c08cd8172;( ++ );( A );Candida parapsilosis;2.1;Candida parapsilosis;2.09;
ed87b4ca-5b1f-4d0d-928e-beeea1001200;( +++ );( B );Serratia marcescens;2.4;Serratia marcescens;2.25;
ff798956-39f3-4b5b-ae88-6b9c61e53d1d;( +++ );( A );Citrobacter koseri;2.48;Citrobacter koseri;2.46;
7102782e-40c7-47e8-99a5-40b0bee4eec4;( + );( B );Candida albicans;1.84;not reliable identification;1.53;
84d5f32b-a878-4aba-b3c2-175d344d192a;( - );( C );not reliable identification;1.33;not reliable identification;1.17;
f78ac6c0-6b56-493c-8b5b-4ef27e723798;( - );( C );not reliable identification;1.27;not reliable identification;1.13;
aef1beb4-1347-4e48-acd4-1885dcd0483f;( - );( C );no peaks found;<0;no peaks found;<0;
f59cec60-2f70-4e5d-b18f-5344c1063cc3;( ++ );( A );Pseudomonas aeruginosa;2.27;Pseudomonas aeruginosa;2.18;
a4c733ba-b072-41ce-8de1-796ae99d6130;( +++ );( A );Enterobacter cloacae;2.3;Enterobacter cloacae;2.22;
f6dc7732-aba2-4378-a5b0-e797ff7d7853;( - );( C );not reliable identification;1.47;not reliable identification;1.41;
07a403d1-c6c4-41c0-a749-42509709c244;( - );( C );no peaks found;<0;no peaks found;<0;
0ab9623c-8c85-4668-89eb-0ccb5ae343e9;( +++ );( A );Gardnerella vaginalis;2.42;Gardnerella vaginalis;2.32;
106f5acc-51a4-4a7e-9bc3-61668fb7b45f;( +++ );( A );Streptococcus agalactiae;2.31;Streptococcus agalactiae;2.31;
13341cb6-eaa9-4912-8bc6-50515bdfb63a;( +++ );( A );Lactobacillus iners;2.34;not reliable identification;1.42;
3a5779c3-7f79-4cef-8cc3-a2e684e1c42d;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.1;
3ac647c1-8091-4719-9423-4db8ce5acf48;( + );( B );Candida albicans;1.96;not reliable identification;1.66;
58dde449-cfed-4f75-a014-81f9c065e374;( +++ );( A );Lactobacillus paracasei;2.32;Lactobacillus paracasei;2.23;
606f1eb5-57d6-484e-9251-df877a576d33;( ++ );( A );Gardnerella sp;2.07;Gardnerella vaginalis;1.77;
6f7d8025-7bd3-4084-8cc8-05ac2231e8f2;( +++ );( A );Staphylococcus aureus;2.55;Staphylococcus aureus;2.51;
6ff9236b-7e30-49be-bb0e-7e36ac0304d8;( ++ );( A );Staphylococcus haemolyticus;2.1;Staphylococcus haemolyticus;1.95;
76b34b86-c65e-4546-a527-f60681e94d27;( ++ );( A );Lactobacillus paracasei;2.29;Lactobacillus paracasei;2.25;
82090f06-86ed-4fd2-b2a1-594081a23d2b;( + );( B );Gardnerella vaginalis;1.96;not reliable identification;1.69;
9cb57acf-f7fc-4243-bcf0-518cfdbe987e;( +++ );( A );Gardnerella vaginalis;2.3;Gardnerella vaginalis;2.25;
c39b1241-9dc4-410e-b859-ad96a96ca845;( +++ );( A );Lactobacillus iners;2.3;not reliable identification;1.5;
e3ce1b0e-8e5c-4e44-b3c0-5c8ae3a64c08;( ++ );( A );Gardnerella sp;2.01;Gardnerella vaginalis;1.9;
fa5ac579-1044-4925-92d9-6d2da1a81ce5;( ++ );( A );Gardnerella vaginalis;2.13;Gardnerella vaginalis;2.1;
13cec82c-8185-4648-8488-29e05685a53c;( ++ );( A );Candida glabrata;2.26;Candida glabrata;2.08;
56de78ec-5691-4154-a568-f1e9e8075330;( ++ );( A );Klebsiella pneumoniae;2.19;Klebsiella pneumoniae;2.16;
32eb700b-bbcd-4208-a217-b143f8fc2544;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.34;
e9814c98-44aa-4fbb-9675-6589facf8180;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.36;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.36;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.38;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.4;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.35;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.29;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.48;Escherichia coli;2.41;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.46;Escherichia coli;2.37;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.46;Escherichia coli;2.37;
2018-03-08T08-13-01;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.35;
01cbc8b6-246b-450a-a903-27e4304f35cc;( +++ );( B );Proteus vulgaris;2.32;Proteus hauseri;2.2;
01e6d199-c761-4726-bf04-bffe32e412a2;( +++ );( A );Corynebacterium tuberculostearicum;2.32;Corynebacterium tuberculostearicum;2.18;
04f18d77-704d-4377-a10e-44111dfe557e;( ++ );( A );Corynebacterium tuberculostearicum;2.08;Corynebacterium tuberculostearicum;1.94;
0ee9e58b-a9d6-4943-8d4a-9479bf2e2778;( +++ );( A );Enterococcus faecalis;2.37;Enterococcus faecalis;2.36;
15ea8400-cf38-479a-bd43-9442946904cd;( +++ );( A );Enterococcus faecalis;2.42;Enterococcus faecalis;2.35;
17b03c24-8f9a-445c-aec5-dc3d4c8c4b37;( +++ );( A );Enterococcus faecalis;2.38;Enterococcus faecalis;2.34;
1aac54f5-08b7-4a3a-8a3b-07accd655bee;( +++ );( A );Streptococcus parasanguinis;2.38;Streptococcus parasanguinis;2.24;
1e10eec2-c7a1-4412-8a07-903a9c6ddd52;( ++ );( A );Streptococcus constellatus;2.25;Streptococcus constellatus;2.09;
27a05abc-269a-4cda-b78c-48ca8646aa9a;( +++ );( A );Enterococcus faecalis;2.38;Enterococcus faecalis;2.35;
2ad3643e-c47b-41aa-bf97-6188a6546df6;( + );( B );Staphylococcus epidermidis;1.72;not reliable identification;1.65;
55692e17-8216-4464-9907-05083465db5f;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.35;
5712f38b-df69-443c-9e31-5f4d25588d61;( ++ );( A );Candida parapsilosis;2.21;Candida parapsilosis;2.2;
642afec0-81ea-4910-a962-562a85364864;( +++ );( A );Candida krusei;2.39;Candida krusei;2.17;
68e85e2b-59f9-4fff-8897-fc99d7a32bcb;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.35;
80afdcfa-9a89-4a33-95ce-5ecdbbf307c8;( +++ );( A );Actinomyces neuii;2.32;Actinomyces neuii;2.25;
83dc17cb-cd6b-477c-b63a-d78254e007e5;( +++ );( A );Candida krusei;2.46;Candida krusei;2.22;
873aafcc-1bcb-4726-bacf-f84ce86c36cf;( +++ );( A );Staphylococcus epidermidis;2.31;Staphylococcus epidermidis;2.14;
8cc96be2-7b9b-4788-bef4-79236881890e;( +++ );( A );MIX!Staphylococcus aureus;2.53;Staphylococcus aureus;2.5;
8fabf04c-ebf4-43ed-90c7-609cb2ffcbb6;( ++ );( A );Escherichia coli;2.29;Escherichia coli;2.24;
90713b69-f091-45ac-b613-daeb4d513be4;( +++ );( A );Escherichia coli;2.35;Escherichia coli;2.33;
9f276219-63c8-4a2a-a72e-74d4e0ba6e0d;( +++ );( A );Gardnerella vaginalis;2.42;Gardnerella vaginalis;2.38;
aa49c754-bf09-4fe6-90da-de4e911f10be;( ++ );( A );Staphylococcus lugdunensis;2.26;Staphylococcus lugdunensis;2.19;
b0d266e4-d225-4442-accc-7a5c5960ad40;( ++ );( A );Corynebacterium tuberculostearicum;2.07;Corynebacterium tuberculostearicum;2;
b10fb056-ed25-4667-9adf-8d04f9c578a9;( +++ );( A );Actinomyces turicensis;2.43;Actinomyces turicensis;2.25;
b6d976d5-b468-48e2-a7d5-c5218a807665;( +++ );( B );Streptococcus pyogenes;2.38;Streptococcus pyogenes;2.35;
b6eebeb4-8e37-456c-bdc3-6df9ccea9b0d;( ++ );( A );Serratia marcescens;2.26;Serratia marcescens;2.24;
d0030043-391b-422e-ac32-62b46acd63f3;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.41;
d29d4e64-326d-41da-a2e5-744424309bb2;( +++ );( A );Staphylococcus caprae;2.32;Staphylococcus caprae;2.13;
d63c9b6a-f723-4981-a3d4-5a75fab8ea8e;( + );( B );Candida parapsilosis;1.7;Candida parapsilosis;1.7;
e8fef676-a29c-4e0c-8cd3-78c5f4a7555c;( ++ );( A );Staphylococcus lugdunensis;2.11;Staphylococcus lugdunensis;2.04;
f1ad25ae-478b-4ff5-a356-07339b0167f2;( +++ );( A );Enterococcus faecalis;2.4;Enterococcus faecalis;2.29;
f8bbcc20-a760-419d-bf44-ed92b3ff58d0;( ++ );( B );Candida albicans;2.2;Candida albicans;2.14;
220c15d4-fae7-4e50-a39d-2051bc865dfd;( +++ );( A );Staphylococcus aureus;2.35;Staphylococcus aureus;2.34;
550a32a5-2c0c-4770-a3e6-333654cf9e24;( +++ );( A );Staphylococcus aureus;2.49;Staphylococcus aureus;2.46;
ef097e50-bdef-4322-b38d-c1c64b8e601d;( +++ );( A );MIX!Stenotrophomonas maltophilia;2.53;Stenotrophomonas maltophilia;2.32;
01ce5244-35a7-4136-b48e-434c5c9de1f4;( ++ );( A );Bacteroides ovatus;2.14;Bacteroides ovatus;1.98;
1bc6d632-71a8-4856-a52c-9e7e8bc2b06a;( +++ );( A );Clostridium difficile;2.39;Clostridium difficile;2.29;
2409b32d-50a0-41bd-a656-900e8c16593b;( +++ );( A );Bacteroides fragilis;2.53;Bacteroides fragilis;2.49;
2a356c1d-2bc3-4d94-a377-2d14d40b64a9;( +++ );( A );Peptostreptococcus anaerobius;2.32;Peptostreptococcus anaerobius;2.29;
30a5e4b9-10f0-483b-b663-3c90ed3a3f02;( ++ );( A );Bacteroides vulgatus;2.29;Bacteroides vulgatus;2.26;
37467f17-7018-42d4-8df0-ce423b22b918;( ++ );( A );Prevotella buccae;2.22;Prevotella buccae;2.2;
3b0c4094-e684-429e-a385-475e2a3c6821;( +++ );( A );MIX!Clostridium difficile;2.59;Clostridium difficile;2.58;
4e9ea7df-8e9a-492e-ba57-4fcf149b667a;( - );( C );not reliable identification;1.2;not reliable identification;1.11;
50634cff-a8ea-4e7a-9bac-2386d93f70e6;( +++ );( A );Peptostreptococcus anaerobius;2.34;Peptostreptococcus anaerobius;2.33;
55539843-b022-4377-ad07-e463c993f793;( - );( C );not reliable identification;1.57;not reliable identification;1.54;
585128cf-19a3-4304-8b7f-fc82f01e9c48;( +++ );( A );Parabacteroides distasonis;2.37;Parabacteroides distasonis;2.27;
5b3fb108-8bcc-481e-8365-84ddcc9f4e39;( - );( C );not reliable identification;1.33;not reliable identification;1.23;
5b9bfd77-7cd7-443f-b4f0-0838e03400ec;( ++ );( A );Bacteroides vulgatus;2.28;Bacteroides vulgatus;2.28;
6109dffa-dd39-47d3-85b3-0c3cd334e540;( - );( C );not reliable identification;1.27;not reliable identification;1.21;
8c282d0a-4234-4079-9656-d27dfe05cae1;( - );( C );not reliable identification;1.24;not reliable identification;1.23;
8f6eaeed-4a6f-4251-987a-cc9be6112946;( +++ );( A );Parabacteroides distasonis;2.57;Parabacteroides distasonis;2.42;
98553c32-d037-4ad9-8492-3c3987bada4e;( +++ );( A );Clostridium difficile;2.35;Clostridium difficile;2.19;
99b0bea4-2217-40fc-b3c0-286cb29819b1;( - );( C );not reliable identification;1.35;not reliable identification;1.31;
9dfc98f8-93bb-4c17-b48d-ce5ddef5ad0d;( ++ );( A );Clostridium difficile;2.19;Clostridium difficile;2.13;
a2c400c4-3ecf-4ed4-9f11-94c7745ad38f;( +++ );( A );MIX!Prevotella melaninogenica;2.34;Prevotella melaninogenica;2.23;
c037be0b-fc17-40df-a7d9-ff6a851af852;( ++ );( A );Bacteroides ovatus;2.22;Bacteroides ovatus;2.01;
c492ae3c-0d29-4f2c-a3d0-43e15e01785e;( - );( C );not reliable identification;1.29;not reliable identification;1.21;
cd79fbfa-a346-499e-8ca4-6ac9681aa3ad;( - );( C );not reliable identification;1.3;not reliable identification;1.29;
e8641d9a-96c3-4860-afe9-83a249ec208a;( - );( C );not reliable identification;1.19;not reliable identification;1.18;
f65174c4-1769-47d1-8313-ddba103e6ee4;( +++ );( A );MIX!Prevotella melaninogenica;2.35;Prevotella melaninogenica;2.31;
fd99ea18-b834-496b-adf6-9927756d3b3e;( +++ );( A );Clostridium difficile;2.38;Clostridium difficile;2.17;
feabec67-c868-43dd-ad80-34be73943b1b;( +++ );( B );MIX!Clostridium bolteae;2.62;Clostridium difficile;2.61;
1aa11b35-95a2-4fcd-b6e9-d196963f4d06;( +++ );( A );Escherichia coli;2.33;Escherichia coli;2.32;
7dcc4822-e40a-4692-bff9-e560389bf133;( +++ );( A );Escherichia coli;2.5;Escherichia coli;2.38;
892d404b-426a-4064-87c2-1236df061bf8;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.33;
9596d566-4a6e-40f9-8851-c8fc431644c6;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.33;
9d220830-045b-4766-b635-633671548327;( + );( B );Staphylococcus epidermidis;1.73;not reliable identification;1.63;
b46c6664-f4e3-425a-93ed-d77ff1aa94b4;( - );( C );not reliable identification;1.69;not reliable identification;1.59;
d94eaaa6-7b98-4913-a1f2-6eca080ce111;( ++ );( A );Staphylococcus aureus;2.26;Staphylococcus aureus;2.24;
fa872d2a-7308-4a9f-8a2d-6a1c5509bc36;( ++ );( A );Staphylococcus aureus;2.29;Staphylococcus aureus;2.24;
7c6079b8-eb89-4f96-8f8d-7efc8e262e7a;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.42;
cfd24f99-6937-4d89-9fa6-107b3a28cd55;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.4;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.4;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.46;Escherichia coli;2.37;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.39;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.38;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.35;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.38;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.34;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.4;
2018-03-16T14-59-49;( +++ );( A );Escherichia coli;2.47;Escherichia coli;2.43;
12eeb7c2-9366-441e-a8dc-9a4c809a0519;( ++ );( A );Staphylococcus epidermidis;2.25;Staphylococcus epidermidis;2.16;
1db91ad9-7209-4dad-94f0-f9987a4788fa;( ++ );( A );Staphylococcus epidermidis;2.2;Staphylococcus epidermidis;2.15;
2d92324d-caf6-49d3-87ad-ab25693df142;( ++ );( A );Candida parapsilosis;2.04;Candida parapsilosis;2.01;
30452dc5-c7f2-4300-ba64-94e83d4f9855;( +++ );( A );Moraxella_sg_Branhamella catarrhalis;2.49;Moraxella_sg_Branhamella catarrhalis;2.46;
60ba6e06-bd96-4398-b28b-5bf8160269f4;( ++ );( B );Streptococcus mitis;2.22;Streptococcus pneumoniae;2.14;
7759cad7-7ed4-4c28-934e-24ace8275f83;( +++ );( A );Staphylococcus aureus;2.35;Staphylococcus aureus;2.33;
78db079e-5eec-4b4e-b8c9-0e04119446e1;( ++ );( A );Candida albicans;2.2;Candida albicans;2.11;
b34f0fc1-f054-41fb-bde5-c70d8928ba92;( +++ );( A );Staphylococcus lugdunensis;2.39;Staphylococcus lugdunensis;2.23;
c091d770-1af4-49d6-a12e-596d1e5e83c3;( ++ );( A );Staphylococcus epidermidis;2.14;Staphylococcus epidermidis;2.14;
c28bc1ed-edf9-4ef2-9169-0e8d7bc1f391;( +++ );( A );Staphylococcus lugdunensis;2.42;Staphylococcus lugdunensis;2.19;
cda284c0-f782-4692-857d-1645592d336d;( +++ );( A );Staphylococcus epidermidis;2.31;Staphylococcus epidermidis;2.12;
edc7da5c-83f6-4775-9bdb-e44a14dae805;( +++ );( A );Staphylococcus epidermidis;2.3;Staphylococcus epidermidis;2.08;
f909d938-eea9-4ccc-aca7-7294a1f49c84;( +++ );( A );Streptococcus agalactiae;2.34;Streptococcus agalactiae;2.33;
fb29cb69-2956-4692-9d37-5f4c092ed099;( +++ );( B );Streptococcus salivarius;2.32;Streptococcus salivarius;2.17;
9ea2f18b-699a-4451-8ba1-cab18c73e2dc;( ++ );( B );MIX!Pseudomonas composti;2.15;Pseudomonas composti;2.03;
13fd5088-08da-40ac-a1f0-ffb00eafa2c7;( + );( B );Staphylococcus epidermidis;1.83;not reliable identification;1.66;
207037c0-1abc-474a-9a75-f1b95dac7e2a;( + );( B );Candida parapsilosis;1.86;Candida parapsilosis;1.82;
013e653b-47e1-4199-881f-8f46f50d41c1;( +++ );( A );Campylobacter jejuni;2.33;Campylobacter jejuni;2.3;
2deee151-9ef3-4cf2-b26a-0ba9b11ab92d;( +++ );( A );Campylobacter coli;2.32;Campylobacter coli;2.2;
35cc25dc-06e7-4cd2-ab6f-0c2050ab725b;( ++ );( A );Arcobacter butzleri;2.11;Arcobacter butzleri;2.07;
42d16e22-5972-4c7f-b683-3d10db751ef7;( ++ );( A );Propionibacterium acnes;2.19;Propionibacterium acnes;2.18;
a148c706-f0f7-4d2b-9d0e-d6fb5e3085f2;( +++ );( A );Campylobacter jejuni;2.37;Campylobacter jejuni;2.31;
d776ca8a-5df6-40f9-bded-9f2e93a226b3;( +++ );( A );Campylobacter jejuni;2.33;Campylobacter jejuni;2.25;
dffff7f4-3d3a-4191-a152-33b9e3767d02;( ++ );( A );Campylobacter coli;2.09;Campylobacter coli;2.04;
e0e93332-b076-4a2d-a6b2-e8ac55ea93f5;( +++ );( A );Campylobacter jejuni;2.38;Campylobacter jejuni;2.36;
e7f1d073-c067-4804-977d-7a55f441e756;( +++ );( A );Campylobacter jejuni;2.38;Campylobacter jejuni;2.32;
2fa5ff27-ab9f-47f4-ac1d-6a212fcc7dcd;( - );( C );no peaks found;<0;no peaks found;<0;
4065132b-688a-4aaa-8518-40651d628107;( +++ );( B );Streptococcus pyogenes;2.4;Streptococcus pyogenes;2.33;
56cc3431-004c-43c8-8360-e0401e7904ee;( ++ );( A );Haemophilus influenzae;2.22;Haemophilus influenzae;2.18;
602967b9-aec7-4a1f-a2d1-0fcf2a70fdf6;( +++ );( B );Streptococcus pyogenes;2.45;Streptococcus pyogenes;2.42;
6e388aa8-67a3-45f2-8541-1c5c6fbbe226;( +++ );( A );Haemophilus influenzae;2.4;Haemophilus influenzae;2.32;
aa99f473-a8eb-46e1-b279-b442fe9bb9a8;( ++ );( A );Enterobacter cloacae;2.19;Enterobacter cloacae;2.18;
ac73a9c9-c04d-4976-94ec-e90b121de918;( ++ );( A );Haemophilus influenzae;2.24;Haemophilus influenzae;2.2;
f987f6b0-bcab-4292-963e-d60f29cf44bf;( ++ );( A );Enterobacter cloacae;2.06;Enterobacter cloacae;1.85;
78b5cdde-f5f9-40f5-8595-9d5c7caa98e9;( +++ );( A );Streptococcus pyogenes;2.37;Streptococcus pyogenes;2.3;
82a6385d-1d16-4498-8fff-0a3522b1448b;( +++ );( C );Klebsiella oxytoca;2.45;Klebsiella oxytoca;2.26;
95b65641-48ef-4431-86a0-64bcace3bbe2;( ++ );( A );Staphylococcus hominis;2.14;Staphylococcus hominis;2.1;
98f5503a-d4a7-48a5-99d4-c2bfd6af79ab;( ++ );( C );Klebsiella oxytoca;2.25;Klebsiella oxytoca;2.19;
a6b2c3c6-3469-4405-8c6d-5e146e5838d2;( +++ );( A );Streptococcus pyogenes;2.41;Streptococcus pyogenes;2.36;
c5bcf9b6-1988-494a-be38-0e21bad05ca6;( ++ );( A );Staphylococcus hominis;2.1;Staphylococcus hominis;2.03;
30c408e5-afda-4d18-9f9f-c46b8844d1b6;( ++ );( A );Staphylococcus lugdunensis;2.26;Staphylococcus lugdunensis;2.18;
3a86d440-4b56-4f68-8685-da9171a5b005;( ++ );( A );Staphylococcus lugdunensis;2.15;Staphylococcus lugdunensis;2.12;
3403451d-1d78-461f-b944-a239b073c550;( +++ );( A );Staphylococcus hominis;2.36;Staphylococcus hominis;2.26;
89a6694c-5b7e-487a-b787-dae8fd689ea1;( +++ );( A );Staphylococcus hominis;2.44;Staphylococcus hominis;2.41;
060c97d3-2f57-4cbb-9470-604f33b5f3df;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.36;
60ba5c4d-1616-44e4-b5d2-6eebe4316e1f;( ++ );( A );Morganella morganii;2;Morganella morganii;1.98;
a6068855-5063-4bb0-bd54-b22f5b4bcc6a;( +++ );( A );Escherichia coli;2.36;Escherichia coli;2.34;
eb18c7c2-57a8-41e3-befe-c571541a8a4e;( +++ );( A );Morganella morganii;2.37;Morganella morganii;2.24;
0a698cd1-58f6-4995-9e4e-1f810aa0777b;( + );( B );Veillonella ratti;1.88;not reliable identification;1.45;
197fb736-2588-470f-aa2d-471031e27623;( +++ );( A );Enterococcus faecalis;2.44;Enterococcus faecalis;2.39;
444e8225-357f-4329-88ea-16ce0b3f609a;( +++ );( A );Staphylococcus saccharolyticus;2.44;Staphylococcus saccharolyticus;2.39;
58b76ad2-0cf8-46c0-b94d-093f45429f10;( +++ );( A );Parabacteroides distasonis;2.46;Parabacteroides distasonis;2.39;
6578abe2-3e2c-442f-9f2a-927da8bffb41;( ++ );( A );Staphylococcus epidermidis;2.22;Staphylococcus epidermidis;2.07;
67bc531f-a8e9-45b3-8c0c-d64e40a7fb6a;( +++ );( A );Actinomyces neuii;2.35;Actinomyces neuii;2.34;
91382719-bd91-4fbd-aeb7-673ce9068ef3;( +++ );( A );Parabacteroides distasonis;2.4;Parabacteroides distasonis;2.33;
953f2233-f869-40a7-80fd-add2c39f88d8;( ++ );( A );Staphylococcus epidermidis;2.16;Staphylococcus epidermidis;2.06;
c7e2c84a-f94b-4835-8087-a1d2a74a1955;( ++ );( A );Staphylococcus saccharolyticus;2.18;Staphylococcus saccharolyticus;2.16;
cdf9f96a-5d21-40a4-9eae-10d04d2dc6c4;( + );( B );Actinomyces turicensis;1.81;Actinomyces turicensis;1.77;
dab9dfc7-40ec-41ad-80f9-9536fa7190db;( ++ );( A );Actinomyces turicensis;2.18;Actinomyces turicensis;2.11;
f7436c30-0a85-4308-ba3a-fb1cd95140f8;( +++ );( A );Actinomyces neuii;2.42;Actinomyces neuii;2.33;
f9cb673d-e58e-4bfb-a103-07de7a4d8b5e;( - );( C );no peaks found;<0;no peaks found;<0;
14a803c3-9237-45c1-bb5b-569cf7ce969b;( +++ );( A );Staphylococcus aureus;2.36;Staphylococcus aureus;2.33;
14db007a-c155-4cd4-8141-b82eef18a087;( +++ );( A );Pseudomonas aeruginosa;2.51;Pseudomonas aeruginosa;2.44;
17a001e1-8390-4bb1-ad68-3a8dc2c88d6c;( ++ );( B );Neisseria subflava;2.21;Neisseria flavescens;2.1;
2761b527-45c1-4902-9062-9129dc9db626;( +++ );( A );Moraxella_sg_Branhamella catarrhalis;2.55;Moraxella_sg_Branhamella catarrhalis;2.48;
